lemma,part_of_speech,absolute_frequency
skull,NOUN,190
skull,PROPN,7
skunk,NOUN,1
slackening,NOUN,1
slackness,NOUN,3
slang,NOUN,2
slap,VERB,3
sle,VERB,1
sleep,ADJ,4
sleep,NOUN,139
sleep,VERB,59
sleeper,NOUN,2
sleepiness,NOUN,3
sleeping,NOUN,4
sleepless,NOUN,1
sleepless,VERB,1
sleeplessness,NOUN,4
sleeplike,ADJ,1
sleepwalk,VERB,7
sleepwalker,NOUN,2
sleepwalking,NOUN,1
sleepy,ADJ,3
sleeve,NOUN,1
sleeve,VERB,1
slender,ADJ,2
slice,NOUN,16
slice,VERB,1
slide,NOUN,7
slide,VERB,10
slighdy,PROPN,2
slight,ADJ,44
slightly,ADV,45
slim,ADJ,1
slimme,VERB,2
slimy,ADJ,1
sling,NOUN,5
slip,NOUN,2
slip,VERB,25
slipped,ADJ,1
slipping,NOUN,1
slit,ADJ,3
slit,NOUN,3
slope,PROPN,1
slope,VERB,1
sloping,ADJ,1
slot,NOUN,1
slot,VERB,2
slough,ADJ,2
sloughing,NOUN,1
slow,ADJ,101
slow,ADV,10
slow,NOUN,2
slow,VERB,89
slowing,NOUN,4
slowly,ADV,51
slowness,NOUN,4
sluggish,ADJ,3
sluggish,VERB,1
slur,VERB,12
small,ADJ,813
small,ADV,1
small,NOUN,2
smallpox,NOUN,7
smear,ADJ,20
smear,NOUN,19
smear,VERB,4
smeartest,ADV,1
smegma,NOUN,2
smell,NOUN,57
smell,VERB,18
smile,VERB,1
smoke,NOUN,31
smoke,VERB,22
smoker,NOUN,24
smoker,PROPN,2
smoking,NOUN,87
smoky,NOUN,1
smooth,ADJ,54
smooth,NOUN,2
smooth,PROPN,1
smooth,VERB,6
smoothed,ADJ,1
smoothly,ADV,2
smoothness,NOUN,1
smother,VERB,1
snail,NOUN,6
snake,NOUN,19
snake,PROPN,1
snakebite,ADJ,1
snaky,ADJ,1
snap,VERB,2
sneeze,NOUN,5
sneeze,PROPN,1
sneeze,VERB,11
sneezing,NOUN,2
sniff,VERB,1
sniffing,NOUN,3
snore,VERB,6
snort,VERB,1
snow,NOUN,3
snuff,NOUN,1
snuff,PROPN,2
snuff,VERB,1
snuffbox,NOUN,3
snuffle,NOUN,2
snugly,ADV,1
so,ADJ,5
so,ADV,122
so,CCONJ,20
so,SCONJ,137
soak,VERB,10
soap,NOUN,7
sober,ADJ,1
sobriety,NOUN,1
soccer,NOUN,1
sociability,NOUN,1
sociable,ADJ,3
social,ADJ,56
social,NOUN,1
social,PROPN,1
socialize,VERB,1
socially,ADV,5
society,NOUN,3
socioeconomic,ADJ,2
sociological,ADJ,1
sociomedical,ADJ,1
sociopathy,PROPN,1
sock,NOUN,4
socket,NOUN,64
sod,NOUN,1
soda,NOUN,5
sode,NOUN,2
sodium,NOUN,85
sodium,PROPN,4
sofradex,NOUN,1
soft,ADJ,134
soften,ADJ,1
soften,ADV,1
soften,VERB,30
softened,ADJ,1
softening,NOUN,2
softly,ADV,1
softness,NOUN,4
sohd,PROPN,1
soil,NOUN,30
soil,VERB,6
soiled,ADJ,1
soiling,NOUN,4
sol,NOUN,18
solar,ADJ,14
sole,ADJ,6
sole,NOUN,10
solely,ADV,4
soleus,ADJ,2
solid,ADJ,31
solid,NOUN,3
solidification,NOUN,2
solidify,VERB,2
solidity,NOUN,1
solitary,ADJ,2
solitary,NOUN,1
solium,NOUN,1
soluble,ADJ,27
solute,NOUN,1
solution,NOUN,69
solve,VERB,8
solvent,ADJ,3
solvent,NOUN,15
solving,NOUN,1
soma,NOUN,1
somal,NOUN,4
somal,PROPN,6
somatic,ADJ,2
somatic,NOUN,1
somatization,NOUN,6
somatization,VERB,1
somatosensory,ADJ,1
somatostatin,ADJ,2
somatostatin,NOUN,4
somatotype,PROPN,1
somatropin,NOUN,1
some,DET,1349
some,NOUN,8
some,PRON,1349
someone,PRON,31
something,PRON,8
sometimes,ADV,593
somewhat,ADV,1
somnambulism,NOUN,2
son,NOUN,59
sonal,ADJ,5
sonalitie,NOUN,1
sonality,NOUN,2
sone,NOUN,1
sone,VERB,5
song,NOUN,1
soning,NOUN,3
sonism,NOUN,1
sonography,NOUN,3
sonous,ADJ,1
soon,ADV,61
soot,NOUN,1
soothe,ADJ,2
soothe,VERB,9
soothing,ADJ,3
soothing,NOUN,2
sophisticated,ADJ,2
sor,NOUN,2
sorbitol,NOUN,2
sore,ADJ,59
sore,ADV,5
sore,NOUN,29
soreness,ADJ,1
soreness,NOUN,10
sorption,NOUN,6
sort,ADJ,1
sort,NOUN,3
sort,VERB,1
sory,ADJ,7
soulier,NOUN,1
sound,ADJ,29
sound,NOUN,142
sound,VERB,42
sounds,AUX,36
soup,NOUN,1
sour,ADJ,7
source,NOUN,106
source,PROPN,1
sources,PROPN,1
south,ADJ,3
southeast,PROPN,1
southern,ADJ,3
southern,PROPN,1
southwest,NOUN,1
soya,NOUN,6
soya,PROPN,1
space,NOUN,85
space,VERB,6
spacecraft,NOUN,1
spacer,NOUN,13
spacing,NOUN,1
span,NOUN,3
span,PROPN,1
spare,VERB,5
sparing,NOUN,2
sparse,ADJ,2
sparsely,ADV,1
spasm,INTJ,1
spasm,NOUN,98
spasm,PROPN,24
spasmodic,ADJ,4
spastic,ADJ,9
spasticity,NOUN,10
spatial,ADJ,1
spatula,NOUN,5
speak,VERB,37
speaker,NOUN,1
speaking,AUX,13
speciahze,VERB,1
special,ADJ,78
specialist,ADJ,12
specialist,NOUN,16
specialist,PROPN,1
speciality,NOUN,11
specialization,NOUN,1
specialize,VERB,17
specialized,ADJ,47
specialized,PROPN,2
specially,ADV,13
specialty,NOUN,2
specie,NOUN,58
species,NOUN,2
species,PROPN,1
specific,ADJ,235
specific,NOUN,2
specific,VERB,1
specifically,ADV,15
specificity,NOUN,3
specified,ADJ,1
specify,VERB,3
speciman,NOUN,9
specimen,NOUN,11
speck,NOUN,1
spect,NOUN,1
spectacle,NOUN,3
specte,VERB,1
spection,NOUN,1
spectrum,NOUN,14
speculum,NOUN,4
speculum,PROPN,4
speech,ADJ,4
speech,NOUN,143
speed,NOUN,32
speed,VERB,15
spell,VERB,2
spelling,NOUN,8
spend,VERB,9
spending,NOUN,1
sperm,NOUN,202
spermatic,ADJ,12
spermatocele,NOUN,1
spermatocele,PROPN,2
spermatozoa,NOUN,2
spermatozoon,NOUN,1
spermia,NOUN,1
spermicidal,NOUN,1
spermicide,NOUN,10
spf,NOUN,3
sphenoid,NOUN,5
sphenoidal,NOUN,2
sphere,ADV,1
sphere,NOUN,1
sphere,PROPN,1
spherical,ADJ,10
spherical,NOUN,1
spherocyte,NOUN,1
spherocytosis,NOUN,8
sphincter,NOUN,30
sphincter,VERB,2
sphincterotomy,NOUN,1
sphygmomanometer,ADV,1
sphygmomanometer,NOUN,7
spice,NOUN,1
spicy,ADJ,3
spider,NOUN,13
spider,PROPN,1
spider,VERB,1
spiderlike,ADJ,1
spike,NOUN,4
spike,PROPN,1
spill,VERB,5
spin,VERB,5
spina,NOUN,17
spina,PROPN,4
spinach,NOUN,1
spinal,ADJ,228
spinal,NOUN,134
spinal,PROPN,1
spindle,NOUN,2
spine,ADJ,3
spine,NOUN,175
spine,PROPN,1
spine,VERB,7
spinning,NOUN,4
spinous,ADJ,1
spiral,ADJ,8
spiral,ADV,1
spiral,NOUN,5
spiral,VERB,1
spiralis,NOUN,2
spirillum,NOUN,1
spirit,NOUN,6
spirochaete,ADJ,1
spirochaete,ADV,1
spirochaete,NOUN,4
spirochaetes,PROPN,2
spirometer,NOUN,2
spirometry,NOUN,6
spironolactone,NOUN,1
spit,NOUN,1
spit,VERB,1
spite,NOUN,1
splanchnic,ADJ,1
splay,VERB,2
spleen,NOUN,78
spleen,PROPN,21
spleen,VERB,3
splenectomy,NOUN,10
splenism,NOUN,2
splice,VERB,1
spliced,ADJ,1
splint,NOUN,28
splint,PROPN,3
splint,VERB,10
splinter,NOUN,4
splinter,VERB,1
splintered,ADJ,1
splinterlike,ADP,1
splints,PROPN,2
split,ADJ,4
split,NOUN,7
split,VERB,7
splitting,NOUN,4
spoken,ADJ,1
spondylitis,NOUN,25
spondylitis,PROPN,1
spondylolisthesis,NOUN,8
spondylolysis,PROPN,2
spondylosis,NOUN,2
sponge,NOUN,5
sponge,VERB,3
spongiform,ADJ,2
spongiform,ADV,3
spongiform,NOUN,5
spongiosum,NOUN,1
spongiosum,PROPN,1
spongy,ADJ,9
spongy,NOUN,7
spongy,PROPN,1
sponsor,VERB,1
spontaneous,ADJ,20
spontaneously,ADV,33
spoon,NOUN,5
sporadic,ADJ,2
sporadically,ADV,1
spore,ADJ,1
spore,NOUN,32
sporin,PROPN,1
sporotrichosis,NOUN,3
sport,NOUN,37
sporting,NOUN,1
sportsman,NOUN,1
spot,NOUN,106
spot,VERB,7
spotting,NOUN,1
spout,NOUN,1
sprain,NOUN,24
sprain,VERB,3
spray,NOUN,30
spray,PROPN,3
spray,VERB,12
spread,NOUN,48
spread,VERB,312
sprialis,PROPN,1
spring,NOUN,10
spring,PROPN,1
sprinkle,VERB,1
sprinting,NOUN,1
sprout,VERB,1
sprue,ADJ,4
sprue,NOUN,5
spur,NOUN,2
spurt,NOUN,7
spurt,VERB,4
sputum,NOUN,35
sputum,PROPN,1
squamous,ADJ,23
square,ADJ,1
square,ADV,1
square,NOUN,4
squat,VERB,1
squeal,ADJ,1
squeeze,VERB,26
squint,NOUN,20
squint,VERB,13
squirrel,NOUN,1
ssris,NOUN,5
ssris,PROPN,1
stab,NOUN,2
stab,VERB,4
stabilization,NOUN,1
stabilize,VERB,13
stabilizer,NOUN,3
stable,ADJ,11
stadil,NOUN,1
staff,NOUN,12
staff,VERB,3
stage,NOUN,211
stage,VERB,1
staggering,ADJ,3
staghorn,ADJ,1
staghorn,NOUN,4
staging,NOUN,3
stagnant,ADJ,3
stagnate,VERB,1
stagnation,NOUN,2
stain,NOUN,29
stain,VERB,18
staining,NOUN,4
stainless,ADJ,1
stair,NOUN,4
stale,ADJ,1
stale,NOUN,1
stalk,NOUN,13
stalk,VERB,1
stamina,NOUN,2
stammer,VERB,1
stammering,NOUN,1
stance,NOUN,54
stance,PROPN,1
stance,VERB,2
stand,NOUN,1
stand,VERB,48
standard,ADJ,10
standard,NOUN,10
standard,PROPN,1
standardize,VERB,1
standardized,ADJ,2
standing,NOUN,4
stanozolol,VERB,1
stant,PROPN,5
stantia,PROPN,2
stantly,ADJ,1
stantly,ADV,2
stape,NOUN,16
stapedectomy,NOUN,4
stapedectomy,PROPN,1
staphylococcal,ADJ,8
staphylococcal,NOUN,4
staphylococci,PROPN,3
staphylococcus,NOUN,2
staple,ADJ,1
staple,NOUN,6
staple,VERB,2
stapled,ADJ,1
star,NOUN,1
starch,NOUN,14
starchlike,ADJ,1
starchy,ADJ,3
stare,VERB,1
starflower,NOUN,1
staring,ADJ,1
start,NOUN,16
start,VERB,166
startle,VERB,1
starvation,ADJ,1
starvation,NOUN,10
starve,VERB,11
stasis,NOUN,5
state,NOUN,98
state,PROPN,1
state,VERB,3
statement,NOUN,2
static,ADJ,5
statin,NOUN,5
statin,VERB,1
station,NOUN,1
stationary,ADJ,2
statistic,NOUN,5
statistical,ADJ,2
statuelike,ADJ,1
stature,NOUN,30
stature,PROPN,1
status,NOUN,7
stavudine,NOUN,1
stay,NOUN,7
stay,VERB,20
std,NOUN,1
steadily,ADV,3
steady,ADJ,11
steal,NOUN,2
steal,VERB,4
stealing,NOUN,1
steam,NOUN,8
steatorrhoea,NOUN,2
steatorrhoea,PROPN,3
steel,NOUN,4
steep,ADJ,2
steer,VERB,1
steering,NOUN,1
stem,NOUN,24
stem,VERB,9
stenosis,NOUN,61
stenosis,PROPN,1
stenotic,ADJ,1
stent,ADJ,2
stent,NOUN,7
step,NOUN,18
step,VERB,3
stercoralis,PROPN,1
sterculia,NOUN,1
sterculia,PROPN,1
stereoscopic,ADJ,2
stereotaxic,ADJ,3
sterile,ADJ,23
sterility,NOUN,4
sterilization,NOUN,30
sterilize,VERB,6
sterilizer,NOUN,1
sternoclavicular,ADJ,1
sternomastoid,NOUN,2
sternum,NOUN,46
sternum,PROPN,1
steroid,ADJ,10
steroid,NOUN,34
steroidal,ADJ,7
sterol,NOUN,3
sterone,NOUN,1
sterone,PROPN,1
stethoscope,NOUN,26
stethoscope,PROPN,3
stetrician,PROPN,1
sti,NOUN,5
stick,ADJ,1
stick,NOUN,8
stick,PROPN,2
stick,VERB,16
stickiness,NOUN,7
sticky,ADJ,28
stiff,ADJ,21
stiffen,ADJ,2
stiffen,VERB,2
stiffening,NOUN,2
stiffness,NOUN,85
stilbestrol,NOUN,1
still,ADV,68
stillbirth,NOUN,9
stillborn,ADJ,4
stilte,VERB,1
stimulant,ADJ,8
stimulant,NOUN,15
stimulant,VERB,25
stimulate,VERB,230
stimulating,ADJ,3
stimulation,NOUN,43
stimulatory,ADJ,2
stimulus,NOUN,79
sting,ADJ,1
sting,NOUN,28
sting,VERB,5
stinging,NOUN,1
stipation,NOUN,6
stirrup,NOUN,4
stitch,NOUN,18
stitch,VERB,20
stitching,NOUN,4
stitial,ADJ,1
stituent,NOUN,7
stitute,PROPN,1
stitution,PROPN,1
stock,NOUN,1
stockinette,NOUN,1
stocking,NOUN,4
stoma,NOUN,21
stoma,PROPN,1
stomach,NOUN,362
stomachache,NOUN,1
stomatitis,INTJ,1
stomatitis,NOUN,2
stomatitis,PROPN,1
stomodeum,NOUN,1
stomy,PROPN,2
stone,NOUN,143
stone,VERB,2
stool,NOUN,11
stool,VERB,1
stoop,NOUN,1
stoop,VERB,1
stop,NOUN,3
stop,VERB,151
stopcock,NOUN,1
stoppage,NOUN,5
storage,NOUN,14
storage,PROPN,2
store,NOUN,23
store,VERB,77
stork,NOUN,5
story,NOUN,4
strabismus,NOUN,2
strabismus,VERB,1
straight,ADJ,10
straight,ADV,7
straighten,VERB,27
straightens,ADV,1
straightforward,ADJ,6
strain,ADJ,1
strain,NOUN,57
strain,VERB,18
strained,ADJ,3
straining,NOUN,2
strand,NOUN,25
strand,PROPN,1
strand,VERB,1
strange,ADJ,2
stranger,NOUN,3
strangle,VERB,1
strangulate,VERB,2
strangulated,ADJ,1
strangulation,NOUN,10
strangury,NOUN,3
strap,VERB,8
strate,ADJ,1
strategy,NOUN,6
strauss,NOUN,1
straw,NOUN,4
strawberry,NOUN,10
strawberry,PROPN,2
streak,NOUN,5
stream,NOUN,21
stream,VERB,4
street,NOUN,2
strength,NOUN,49
strengthen,VERB,11
strengthening,NOUN,1
strenuous,ADJ,16
strep,NOUN,4
streptococcal,ADJ,15
streptococci,NOUN,3
streptococci,PROPN,2
streptococcus,NOUN,4
streptokinase,PROPN,2
streptomycin,PROPN,5
stress,NOUN,147
stress,PROPN,2
stress,VERB,7
stressful,ADJ,16
stressor,NOUN,2
stretch,ADJ,2
stretch,NOUN,8
stretch,VERB,48
stretchable,ADJ,1
stretcher,NOUN,1
stretcher,VERB,1
stretching,NOUN,12
stretchy,ADJ,1
stria,NOUN,1
stria,PROPN,1
stria,VERB,1
striae,NOUN,3
striated,ADJ,1
strict,ADJ,3
stricte,VERB,2
stricted,ADJ,2
stricter,ADJ,1
striction,NOUN,1
strictly,ADV,4
stricture,NOUN,25
stridor,NOUN,13
stridor,PROPN,3
stridor,VERB,1
strike,VERB,6
string,NOUN,12
stringlike,ADJ,1
stringy,ADJ,1
strip,NOUN,13
strip,PROPN,1
strip,VERB,2
stripper,NOUN,1
strive,VERB,1
stroke,NOUN,158
stroke,PROPN,3
stroke,VERB,3
stroked,ADJ,1
stroking,NOUN,1
stroma,NOUN,1
stroma,PROPN,1
strong,ADJ,62
strongly,ADV,11
strongyloidiasis,NOUN,2
strongyloidiasis,PROPN,1
strontium,NOUN,3
stroye,VERB,1
strual,ADJ,8
struation,NOUN,5
struct,VERB,2
structe,VERB,3
structed,ADJ,1
structed,PROPN,2
struction,NOUN,3
structural,ADJ,45
structural,NOUN,3
structurally,ADV,2
structure,NOUN,422
structure,VERB,2
structured,ADJ,1
struggle,NOUN,1
strugglingto,PROPN,1
strum,NOUN,1
strut,NOUN,1
strychnine,NOUN,3
stubborn,ADJ,1
stuck,ADJ,4
stud,NOUN,2
student,NOUN,2
study,NOUN,82
study,PROPN,1
study,VERB,21
stuffiness,NOUN,3
stuffy,NOUN,7
stuffy,VERB,1
stula,X,1
stumble,VERB,2
stump,NOUN,15
stunt,VERB,5
stunted,ADJ,6
stunting,NOUN,1
stupor,ADJ,1
stupor,NOUN,4
stutter,VERB,2
stuttering,NOUN,1
stuttering,VERB,1
stye,NOUN,5
stye,PROPN,1
style,NOUN,5
style,VERB,1
stylet,NOUN,2
styling,NOUN,1
stylus,NOUN,1
sub,ADJ,1
subacromial,ADJ,3
subacute,ADJ,8
subacute,INTJ,1
subarachnoid,ADJ,5
subarachnoid,NOUN,1
subarachnoid,PROPN,7
subatomic,ADJ,2
subcalvian,PROPN,1
subclass,NOUN,1
subclavian,NOUN,9
subclavian,PROPN,2
subclinical,ADJ,1
subconjunctival,NOUN,4
subconscious,ADJ,3
subculture,NOUN,1
subcutaneous,ADJ,15
subcutaneously,ADV,1
subcuticular,PROPN,1
subdivide,VERB,6
subdivision,NOUN,1
subdue,VERB,1
subdural,ADJ,10
subdural,NOUN,1
subframe,NOUN,1
subgingival,ADJ,2
subject,ADJ,7
subject,NOUN,11
subject,VERB,9
subjection,NOUN,1
subjective,ADJ,2
sublimation,NOUN,1
sublingual,ADJ,2
sublingual,NOUN,3
sublingually,ADV,2
subluxate,VERB,1
subluxated,ADJ,1
subluxation,NOUN,8
submandibular,ADJ,1
submissive,ADJ,1
submucous,ADJ,3
subphrenic,ADJ,2
subsequent,ADJ,24
subsequently,ADV,8
subside,ADJ,2
subside,ADV,8
subside,NOUN,5
subside,VERB,12
subsist,VERB,1
subspeciality,NOUN,1
substance,NOUN,449
substance,PROPN,2
substance,VERB,1
substantial,ADJ,6
substantially,ADV,11
substitute,ADJ,1
substitute,NOUN,17
substitute,PROPN,1
substitution,NOUN,2
substrate,ADJ,1
substrate,NOUN,7
substrate,VERB,1
substructure,NOUN,1
subtract,VERB,2
subtraction,NOUN,2
subtropic,NOUN,2
subtropical,ADJ,2
subtuxation,NOUN,1
subtype,NOUN,2
subunit,NOUN,3
succeed,VERB,2
success,NOUN,16
successful,ADJ,44
successfully,ADV,9
succession,NOUN,2
successive,ADJ,1
succinylcholine,NOUN,1
such,ADJ,2490
such,DET,26
suck,VERB,37
sucker,NOUN,3
sucking,NOUN,3
suckle,VERB,5
sucralfate,NOUN,1
sucralfate,VERB,1
sucrose,NOUN,6
sucrose,PROPN,2
suction,NOUN,33
sudden,ADJ,134
sudden,ADV,2
suddenly,ADV,58
sue,NOUN,26
sue,VERB,38
suffer,VERB,143
sufferer,NOUN,52
sufferer,PROPN,1
sufferer,VERB,11
suffering,NOUN,1
sufficient,ADJ,43
sufficiently,ADV,12
suffix,NOUN,10
suffocation,NOUN,10
sugar,NOUN,124
sugary,ADJ,2
sugary,NOUN,2
suggest,VERB,21
suggestibility,NOUN,1
suggestion,NOUN,1
suggestive,ADJ,1
suggestive,NOUN,1
suicide,NOUN,24
suit,NOUN,1
suitability,NOUN,3
suitable,ADJ,20
suite,NOUN,1
suited,ADJ,1
sulci,NOUN,3
sulcus,NOUN,1
sulcus,PROPN,1
sule,NOUN,1
sule,PROPN,2
sulfadiazine,NOUN,1
sulfasalazine,NOUN,7
sulfinpyrazone,NOUN,4
sulindac,PROPN,2
sulphasalazine,NOUN,2
sulphate,NOUN,9
sulphide,NOUN,1
sulphinpyrazone,PROPN,1
sulphite,NOUN,1
sulphonamide,ADJ,4
sulphonamide,NOUN,4
sulphonamide,PROPN,2
sulphonylurea,ADJ,1
sulphonylurea,NOUN,2
sulphonylurea,PROPN,3
sulphonylureas,ADV,1
sulphur,NOUN,2
sulphur,VERB,1
sulpiride,ADJ,1
sult,NOUN,2
sulte,VERB,5
sum,NOUN,5
sum,VERB,3
sumatriptan,PROPN,5
sume,NOUN,2
sume,VERB,1
summarize,VERB,1
summer,NOUN,4
summon,VERB,2
sumption,NOUN,5
sun,NOUN,33
sun,PROPN,4
sunbathe,VERB,1
sunbathing,NOUN,1
sunbe,VERB,1
sunbed,ADJ,1
sunbed,NOUN,1
sunblock,NOUN,2
sunburn,NOUN,12
sunflower,NOUN,3
sunglass,NOUN,1
sunlight,NOUN,81
sunny,ADJ,4
sunscreen,NOUN,10
sunscreen,VERB,1
sunscreens,ADJ,1
sunshine,NOUN,1
sunstroke,NOUN,1
suntan,NOUN,3
suntan,PROPN,2
suntanne,VERB,1
superego,ADJ,5
superego,NOUN,1
superficial,ADJ,22
superinfection,NOUN,2
superior,ADJ,12
superiority,ADJ,1
superiority,NOUN,1
superiority,VERB,1
supermarket,NOUN,2
supernumerary,ADJ,3
supersede,VERB,17
supervise,VERB,4
supervised,ADJ,1
supervision,NOUN,17
supervision,PROPN,1
supination,NOUN,2
supine,NOUN,1
supphe,VERB,2
supple,NOUN,2
supple,VERB,1
supplement,NOUN,53
supplement,PROPN,1
supplement,VERB,2
supplementary,ADJ,2
supply,NOUN,224
supply,VERB,180
supplyingthe,PROPN,1
support,NOUN,55
support,VERB,77
supportive,ADJ,13
suppose,VERB,2
supposedly,ADV,1
suppository,NOUN,14
suppress,ADJ,1
suppress,VERB,51
suppressant,ADJ,6
suppressant,NOUN,11
suppressant,VERB,1
suppression,NOUN,5
suppressor,NOUN,2
suppressor,VERB,2
suppuration,NOUN,1
suppurativa,PROPN,2
supracondylar,ADJ,1
supragingival,NOUN,1
suprapubic,ADJ,1
suprarenal,ADJ,2
suprasellar,PROPN,1
supraspinatus,ADJ,1
supraspinatus,NOUN,1
supraventricular,ADJ,4
sure,ADJ,41
sure,ADV,23
sure,INTJ,2
sure,NOUN,6
sure,VERB,10
surement,NOUN,2
surface,NOUN,318
surface,VERB,5
surfactant,NOUN,7
surfer,NOUN,1
surfer,PROPN,1
surge,NOUN,4
surge,VERB,1
surgeon,NOUN,47
surgeon,PROPN,2
surgery,NOUN,632
surgical,ADJ,292
surgically,ADV,100
surplus,ADJ,1
surplus,NOUN,1
surrogacy,NOUN,2
surround,VERB,208
surrounding,NOUN,8
surroundingthe,ADJ,1
surveillance,NOUN,1
survey,NOUN,1
survey,VERB,1
survival,NOUN,21
survival,PROPN,1
survive,ADJ,1
survive,NOUN,1
survive,VERB,43
survivor,NOUN,2
sus,PROPN,3
susceptibility,NOUN,23
susceptible,ADJ,62
suspect,ADJ,2
suspect,NOUN,6
suspect,VERB,68
suspend,VERB,10
suspension,NOUN,3
suspicion,NOUN,3
suspicious,ADJ,1
sustac,NOUN,1
sustain,VERB,14
sustained,ADJ,4
sutism,NOUN,1
suture,NOUN,20
suture,PROPN,1
suture,VERB,11
suturing,NOUN,2
swab,NOUN,22
swallow,CCONJ,1
swallow,NOUN,11
swallow,VERB,125
swallowing,ADJ,1
swallowing,NOUN,13
swamp,ADJ,1
swear,VERB,1
sweat,NOUN,67
sweat,VERB,11
sweating,NOUN,74
sweaty,NOUN,2
swedish,ADJ,1
sweep,VERB,2
sweet,ADJ,13
sweet,NOUN,1
sweetcorn,ADJ,1
sweeten,VERB,2
sweetener,NOUN,14
swelhng,NOUN,1
swell,ADJ,2
swell,NOUN,4
swell,VERB,162
swelling,NOUN,213
swifter,ADJ,1
swim,VERB,5
swimmer,NOUN,3
swimming,NOUN,6
swing,NOUN,7
swing,VERB,5
swinge,VERB,2
swiss,ADJ,4
switch,NOUN,1
switch,VERB,3
switching,NOUN,1
swivel,VERB,1
swollen,ADJ,104
swollen,NOUN,1
swollen,PROPN,4
sy,PROPN,2
sycosis,NOUN,5
sylated,ADJ,1
sylvian,ADJ,1
symbiotic,NOUN,1
symbol,NOUN,19
symbolic,ADJ,1
symbolize,VERB,1
symmetrel,NOUN,1
symmetrical,ADJ,7
symmetrically,ADV,1
sympathectomy,ADJ,1
sympathectomy,NOUN,4
sympathetic,ADJ,39
sympathetic,NOUN,1
sympathomimetic,ADJ,3
sympathomimetics,PROPN,1
sympathy,NOUN,1
symphysis,NOUN,9
symptom,NOUN,1240
symptom,PROPN,2
symptom,VERB,32
symptomatic,ADJ,2
symptomless,ADJ,8
symptomless,NOUN,7
symptomless,VERB,1
symptothermal,ADJ,1
symptothermal,NOUN,1
synaesthesia,PROPN,1
synapse,NOUN,8
synapsis,NOUN,2
synaptic,NOUN,5
synchronize,VERB,1
syncope,NOUN,2
syncope,PROPN,2
syncope,VERB,1
syncytial,ADJ,5
syndactyly,NOUN,4
syndactyly,PROPN,1
syndrome,NOUN,639
syndrome,PROPN,14
synergistic,ADJ,1
synonym,NOUN,1
synonymous,ADJ,2
synonymously,ADV,1
synovectomy,NOUN,2
synovial,ADJ,8
synovial,NOUN,3
synovitis,NOUN,8
synovium,ADJ,1
synovium,NOUN,9
syntax,NOUN,1
synthesis,NOUN,16
synthesize,VERB,7
synthetic,ADJ,52
synthetic,NOUN,10
synthetic,PROPN,1
synthetically,ADV,5
syphili,NOUN,5
syphilis,ADJ,1
syphilis,NOUN,8
syphilis,PROPN,26
syphilis,VERB,1
syringe,NOUN,31
syringe,VERB,5
syringing,NOUN,1
syringomyelia,NOUN,2
syrinx,NOUN,5
syrup,NOUN,3
syrupy,NOUN,2
system,NOUN,815
system,PROPN,1
systematic,ADJ,2
systemic,ADJ,60
systemic,NOUN,5
systole,PROPN,13
systole,VERB,8
systolic,ADJ,3
systolic,NOUN,5
systolic,PROPN,1
systolic,VERB,1
t,NOUN,55
t,PROPN,1
ta,ADP,2
tab,NOUN,1
tabe,NOUN,4
tability,NOUN,4
table,NOUN,35
table,VERB,1
tablet,NOUN,62
tablet,PROPN,2
taboo,NOUN,1
tac,NOUN,1
tachycardia,NOUN,29
tachypnoea,NOUN,1
tact,NOUN,9
tactile,ADJ,4
tactile,VERB,2
tadil,PROPN,1
taenia,NOUN,1
tag,NOUN,7
tag,VERB,2
tage,NOUN,2
tagmus,PROPN,1
tail,NOUN,13
tailbone,NOUN,2
tailor,NOUN,1
tain,PROPN,2
tain,VERB,63
taine,VERB,24
tainer,NOUN,1
take,NOUN,1
take,VERB,773
taking,NOUN,3
tal,NOUN,3
tal,PROPN,19
tal,X,2
talc,NOUN,1
talgia,NOUN,1
talia,NOUN,1
talia,PROPN,1
talipe,NOUN,10
tality,NOUN,1
talk,NOUN,1
talk,VERB,9
talkativeness,NOUN,1
tall,ADJ,9
tally,PROPN,1
talus,NOUN,8
tamcum,PROPN,1
taminate,ADJ,1
taminate,VERB,7
tamination,NOUN,1
tamoxifen,NOUN,5
tampon,NOUN,6
tamponade,NOUN,1
tamponade,PROPN,1
tamsulosin,NOUN,1
tan,PROPN,2
tan,VERB,3
tance,NOUN,12
tandem,NOUN,1
tanelle,NOUN,1
taneous,ADJ,2
taneously,ADV,2
tangier,ADJ,1
tannic,ADJ,1
tannin,NOUN,1
tanning,NOUN,1
tant,ADJ,10
tant,NOUN,4
tantrum,NOUN,11
tap,NOUN,7
tap,VERB,4
tape,NOUN,8
tape,VERB,3
taper,NOUN,1
taper,VERB,5
tapered,ADJ,2
tapering,NOUN,1
tapeworm,NOUN,32
tapwater,NOUN,1
tar,NOUN,12
tarda,NOUN,2
tardive,ADJ,2
tardive,VERB,1
target,NOUN,24
target,VERB,5
tarry,NOUN,3
tarsal,ADJ,8
tarsal,NOUN,4
tarsalgia,PROPN,1
tarsorrhaphy,NOUN,1
tarsorrhaphy,PROPN,1
tarsu,VERB,1
tarsus,NOUN,2
tarsus,PROPN,1
tartar,PROPN,2
tartrazine,NOUN,3
tary,ADJ,7
tase,NOUN,3
task,NOUN,21
taste,NOUN,75
taste,VERB,11
tasteless,ADJ,1
